156	<comomo> 公司一定会成功！我相信你不会后悔的！
157	没问题！我已经给你的账户转了一点钱。希望对你有所帮助。我不求回报！
158	很高兴与你合作！
159	Kazuhara
160	嘿，我是 <surname>！想去赛马场吗？
161	太好了！
162	陌生人
163	我相信你不会后悔的！几百万在等着我们！
164	太离谱了！这将被加到你的案子里。等着开庭吧。
165	好吧，暂时不会打扰你。但我不能保证什么。祝你好运。
166	奇怪的声音
167	你要卖掉你的股票然后金蝉脱壳吗？那是行不通的。如果你不尽快买回 <comomo> 的股份，你就会有大麻烦。我警告过你了。
168	很高兴我们达成了共识！
169	我们很高兴你理智地做出了正确的决定！我相信我们会与你合作愉快！
170	好极了，我们等着你的到来！
171	成交
172	你来到了正确的车站，但火车就在你眼前开走了。你必须等待一小时后的下一班车。
173	不幸的是，你在交易中迟到了，股票被另一位商人买下。
174	你等着火车到来，然后到达交易地点。虽然你迟到了，但交易还是成功了。恭喜你！
175	你坐上火车，前往约定的交易地点。
176	铁轨上发生了事故。你的火车停了下来，所有交通都被阻断。
177	尽管有所延误，但交易还是取得了成功。恭喜你！
178	交易成功。恭喜你！
179	你开车前往交易地点。
180	今天交通繁忙，你会迟到很久。
181	恭喜你的购买！
182	已售出！
183	嗨，我是 <surname>！你想放松一下吗？我和朋友们要一起去酒吧。
184	弹珠机
185	你想花 {global.pachipek} 购买 50 个球吗？
186	你想结束游戏并将你的球兑换为 {global.pach} 吗？
187	感谢你的游玩！
188	嗨，我是 <surname>！你今天想玩弹珠机吗？
189	太感谢你了！我一定会报答你的！
190	名称
191	股价
192	持股（持股比例）
193	买入
194	卖出
195	交易佣金：
196	<global.companyforq> 的一位股东出售了该公司的大量股票，导致股价下跌。
197	<global.companyforq> 进行了一次重大股票交易。<global.myname> 现在拥有 <global.companyacforq>% 的股份。这对股价产生了积极影响。
198	酒保
199	感谢你的光临！##根据账单，你应付 {global.bartrat}。
200	太有趣了！
201	思绪
202	也许该回家了？
203	一个陌生的家伙坐在你身边。他向你提出一笔交易—— 以一家新公司为幌子销售毒品。你立即得到了 30% 的股份，但你知道这很危险。你想做非法生意吗？
204	你儿时的朋友坐在你身边。他含泪向你借了一笔 {global.dolgprosit} 的贷款，并承诺几个月后连本带利全额归还。
205	在朋友们醉醺醺的聊天中，你听说 <global.kompa> 的价格即将大幅上涨，于是你打算购买股票。你不确定是否应该相信这些话。
206	是
207	否
208	投注马匹
209	选择你要投注的马匹。
210	Living Mountain
211	Clear Sky
212	Suzuka Flora
213	Shadow
214	Big Arthur
215	你在坐牢
216	你在住院
217	<global.nameme> 即将上市。
218	艾米
219	星期日
220	星期一
221	星期二
222	星期三
223	星期四
224	星期五
225	星期六
226	（根据利息，债务增加 {global.credituvelichen}）
227	<companynm> 的最新项目失败，造成巨大损失。
228	主要商业报纸《日本经济新闻》认为 <companynm> 前景光明，引起股市轰动。
229	可疑的金融报纸《真实之真实》刊登了有关 <companynm> 管理层的令人不快的信息，这反映在该公司的股价上。
230	<companynm> 公司终于从长期危机中恢复过来。上个成功的项目带来了丰厚的利润。
231	直到最近，投资者还对 <companynm> 避而远之。分析师说，这太糟糕了。最近的报告显示，该公司收益良好。投资者对 <companynm> 的兴趣与日俱增，股价也在不断上涨。
232	泡沫已破灭！<companynm> 的股价已经崩溃并将继续。它们似乎被严重高估了，而且没有得到公司所有资产市场价值的支持。
233	<companynm> 的 CFO 接受了电视采访。他谈到了股市和公司的业务。人们更愿意购买该公司的股票了。
234	<companynm> 最近的成功交易增加了公司的收入。
235	许多 <companynm> 产品被证明是有缺陷的！公司从商店召回产品，准备免费更换合格品。支出上升。
236	一则关于 <companynm> 工作条件的电视报道对股价产生了负面影响。
237	车祸！幸运的是，你没有受伤，但你的车已无法修理了。
238	你因闯红灯被罚款 {shtraf}。
239	保险公司向你赔付 {carstahprice}。
240	你的汽车发生了轻微事故。你的汽车轻微受损。
241	哦，不！
242	保险公司向你赔付 {carstahprice}。占汽车价值的 <procentcar>%。
243	汽车修理账单：#
244	汽车修理厂
245	还记得你小时候有多喜欢亲子丼吗？我再给你做一些！只要能回来就好。
246	千里之堤，溃于蚁穴。
247	千里之行，始于足下。
248	有钱能使鬼推磨。
249	明日复明日，明日何其多。
250	你感觉如何？休息够了吗？你可能忙得连猫都顾不上！
251	忍人所不忍，能人所不能。
252	不鸣则已，一鸣惊人。
253	我听说你现在是大人物了！记住，木秀于林，风必摧之。
254	自重者然后人重，人轻者便是自轻。
255	稻熟低穗，人熟低声。
256	有人想向你推销胡须梳。他们几乎成功了！
257	商店有新折扣！
258	灾难在等着我们所有人！
259	泡沫终有破灭的一天。
260	你需要帮助吗？这里找不到帮助。
261	你的电脑会发出致命的电磁波！
262	不要相信狸猫！他会让你贷款的！
263	你能想象 30 年后我们的国家会有多强大吗？
264	啊，真希望我们现在还在上学！
265	生活中的烦恼太多了，我没时间去想任何事情！
266	先有蛋，后有鸡！
267	我相信，爱猫的人不可能都是坏人。我有一只猫！你呢？
268	散步很不错！
269	一次愉快的散步让你的头脑清醒了许多。
270	冥想之后，你的头脑清醒了，紧张感也消失了。
271	冥想
272	科学家们得出结论：小猫喜欢吃鱼，而狗不那么挑剔。
273	一只猫贼偷了一条鲷鱼烧，误以为是真鱼。
274	东京居民在谈论一只偷他们钱的狸猫。
275	一个男孩从树上救下一只猫，成千上万的人为他欢呼。
276	猫咪要求更多的睡眠、干净的猫砂盆和慢吞吞的老鼠。
277	这家伙在一家大公司上班的第一天，就以女巫谋杀而告终。
278	一只勇敢的猫拯救了世界，让时间重新流逝。
279	一只奇怪的海鸥打败了整支军队。
280	增加
281	减少
282	确定
283	看来你上次去酒吧时食物中毒了。现在就去医院！
284	借贷
285	还贷
286	返回
287	你想支付 {global.dolg} 并提前还清债务吗？
288	恭喜你还清了贷款！
289	你没有足够的钱来偿还债务。
290	保险
291	车辆投保
292	你想为所有车辆投保吗？首付为 {carprice_start}，然后每月支付 {carprice_mesyac}。费用因车辆的数量和价值而异。
293	存款
294	你想取消汽车保险吗？重新投保时，你必须重新支付原保费。
295	你的钱不够。
296	正确的决定！
297	太糟糕了！
298	支付保险费：
299	你没有车。
300	增加
301	减少
302	存期
303	最低存款额是 20 万日元。你没有那么多钱。
304	你的存款安全无忧！我们将在 <global.depositdays> 返还你 {global.deposit}！
305	半年
306	1 年
307	2 年
308	我改变主意了
309	我们将连本带利退还你的存款——{global.deposit}。感谢你的信任！
310	感谢你的信任！你可以在 <global.depositdays> 天内取走你的 {global.deposit}。
311	你在温泉里休息得很好。
312	今天是成人日！
313	建国纪念日快乐！
314	今天是天皇诞辰！
315	天皇驾崩的消息震惊了整个日本。
316	绿之日快乐！
317	今天是昭和日！
318	春分快乐！
319	庆祝宪法纪念日！
320	儿童节快乐！
321	海之日快乐！
322	敬老日快乐！
323	秋分快乐！
324	体育日快乐！
325	文化日快乐！
326	劳动感恩节快乐！
327	嘿！听说你有资金问题！我有个小工作给你，为期 <global.nedeli> 周。#从周一到周三，每周三天，一个工作日的费用为 {global.platapodrabotka}。#请记住，工作时你无法在证券交易所进行交易。
328	好极了！很高兴能帮上忙！
329	你在做兼职，所以不能去其他地方。
330	兼职结束了！
331	你不得不提前结束兼职工作。
332	我们收到一份投资建议书。#<companyname> 公司请求为其新项目“<projectname>”提供 {summaa}。#他们承诺给你 {profit} 的利润。# <randomfrase>
333	我们可以试试……
334	这很可疑！
335	它可能有用，也可能没有。
336	想试试吗？
337	听起来不错。
338	你怎么看？
339	胡须梳
340	游戏机
341	家用电脑
342	恶心的饮料
343	糖果
344	泡泡浴
345	夜总会
346	猫咪快递服务
347	奶奶的大福
348	CD
349	新一代打字机
350	毛笔
351	动漫工作室
352	卡拉 OK 吧
353	MT-32 合成器
354	你的投资结果！
355	很不幸，“<global.invest_project>”项目失败了。你的钱白花了。
356	“<global.invest_project>”项目没有达到预期目标，没有带来预期的收益。你只获得了 {dengii} 而不是承诺的 {global.invest_profit}。
357	“<global.invest_project>”项目取得成功！分红已全额支付。#{dengii} 已发送到你的账户！
358	“<global.invest_project>”项目超出了所有预期！分红金额增加！#{dengii} 已经发送到你的账户！（预期为 {global.invest_profit}）。
359	你想以 <proooc>% 的利息贷款 {defaultsum} 吗？
360	你想存入 {defaultsum2} 吗？
361	需要多少年？
362	欢迎光临我行！
363	你持有的 <namee> 股份允许你参加年度股东大会。
364	你在 <namee> 的声誉和股份使你可以成为董事会成员。你现在可以查看公司的非公开财务信息。
365	<namee> 的股东大会将于今天举行。
366	你会出席吗？
367	很遗憾，你不能出院。
368	好的！我们将等待“<global.invest_project>”项目的结果。
369	你已来到股东大会会场。
370	就座时，有人不小心把咖啡洒在了你身上。
371	你已就座。
372	你遇到了一位老朋友，他也是 <namee> 的股东。这给了你信心。
373	很多人参加了股东大会。你觉得不自在。
374	公司负责人亲自迎接你。
375	<namee> 股东大会开始！
376	股东大会
377	大会堂里弥漫着难以想象的闷热。
378	收银员
379	你改变主意了吗？
380	最小投注额为 1,000 日元。
381	恭喜你！你的马赢了！#你的奖金：{global.horse_prize}
382	遗憾的是，这次运气不佳。
383	<global.myname>，你想发表讲话吗？
384	结结巴巴！
385	不知所措！
386	胡说八道！
387	哦！
388	不是那样的！
389	注意自己的身心状况！
390	共有三个指标：
391	幸福——在舒适、安全和事件的基础上形成的主要指标。
392	舒适与否取决于是否有房有车，以及它们的质量。
393	幸福较低会增加压力指标。长期处于压力之下会把你送进医院。
394	增加日常支出，让自己更快乐。平均每日消费额取决于你的住房水平。
395	你可以在股市上买卖股票。你持股的公司每月都会给你股息。持股比例越高，你收到的股息就越多。
396	你可以贷款或将钱存入银行。
397	贷款会立即给你一定数额的资金，但你需要每月偿还贷款。偿还贷款的时间越长，支付的利息就越多。贷款的最高金额取决于你的信誉。
398	存款可以保证你获得一定数额的利润，但你暂时无法使用。存期越长，利息越高。
399	股价是由公司的盈利预期形成的。实际上，股价有两个主要的隐形组成部分，即公司的盈利能力和兴奋度。
400	如果一家公司的利润一直很高，且没有亏损，那么它的股价就会缓慢而稳定地上涨。
401	股价可能会大幅上涨，但如果长期得不到利润的支持，股价很快就会下跌。
402	股息只取决于公司的盈利，因此，即使是亏损的公司也能获得高额股息。
403	哄抬股价也会为公司带来额外资金，导致利润增加。因此，与公司的盈利能力不同，炒作是一种难以预测的风险指标。
404	密切关注新闻——在那里你很有可能弄清楚是什么影响了现在的价格变化——是公司的实际增长还是炒作。例如，一些与公司产品无关的丑闻可能会暂时压低股价。这将是买入股票的好时机。
405	每年年初，公司都会公布盈利情况。关注这些数字，购买盈利公司的股票。
406	股东大会每年举行一次。在股东大会上，你可以了解公司的一些有用信息，找到新的合同。但最重要的是，作为股东，你可以赢得声誉。有了较高的声誉和足够的股份，你就可以加入董事会。
407	在董事会中，你将领取薪水，并为公司做出重要决策。如果你拥有控股权，则决策无需投票。
408	每次会议都会给你带来很大的压力，你需要缓解这些压力。因此，不参加每次会议也许是明智之举。
409	如果你愿意发表演讲，就能明显提高你在公司的声誉，但你也有可能承受压力。
410	公司收入水平与股价没有直接关系。公司可能在一段时间内完全没有利润，因此你也不会收到股息。
411	统计
412	股票
413	有什么可以帮到你？
414	我能告诉你什么？
415	我需要提示
416	知道了
417	很高兴你没有忘记我。
418	你能不能多谈谈工作以外的事情？
419	也许这样我们就能更好地了解彼此。
420	今天天气不错。
421	我昨晚看了一部很棒的动画片。有机会应该给你看看。
422	我今天想早点回家。你不介意吧？
423	家里总有一只猫在等我。
424	睡不着的时候，我就看深夜电视节目。
425	我应该打电话给我哥。你知道我有个哥哥吗？
426	我给你买了些拉面。别忘了偶尔吃点。
427	你想出去走走吗？
428	那天你想和我去餐馆吃饭。你今晚有空吗？
429	你不应该过度劳累，应该多休息。
430	我玩得很开心！
431	让我们聊聊
432	年度报告
433	服务
434	糟糕透顶
435	差
436	不错
437	好
438	优秀
439	演讲效果：
440	支持：
441	最终结果：
442	完美的演讲
443	良好的演讲
444	得体的演讲
445	奇怪的演讲
446	糟糕的演讲
447	太可怕了
448	你在 <namee> 的声誉日益提高！
449	股东大会结束了。
450	<global.myname>，请发言！
451	声誉
452	你在公司中的声誉：
453	只要你持有 1% 以上的股份，你在公司的声誉就会提高，参加股东大会时也是如此。声誉高且至少持有 5% 的股份，就有机会进入董事会。股份越多，你的声誉就增长得越快。
454	游戏已保存
455	游戏已加载
456	欢迎游玩 STONKS-9800 demo 版：股市模拟器！买卖股票、购买房地产，尽享乐趣！不过，你要记住，demo 版只限于第一年，也不是游戏的最终版本。在 demo 版中也无法保存游戏。
457	整整一年过去了！唉，试玩到此结束。感谢你试玩 STONKS-9800。想将游戏添加到你的愿望单吗？
458	新游戏
459	加载
460	存档
461	系统菜单
462	退出
463	开始 demo
464	音乐音量
465	音效音量
466	屏幕大小
467	语言
468	全屏
469	窗口化
470	屏幕
471	档位
472	游戏：
473	音乐：
474	艾米的形象：
475	英语翻译：
476	日语翻译：
477	回到 1980 年！
478	致谢
479	退出
480	浏览菜单
481	确定
482	返回
483	改变
484	愿望单
485	QA
486	继续
487	将游戏添加到你的愿望单，以免错过游戏发布！
488	你想退出到 DOS 环境吗？
489	你准备好开始游戏了吗？
490	没有房子，就只能住在每晚 5000 日元的出租房里。如果没钱，就只能在街上过夜。
491	你想以 {houseprice} 出售你的房子吗？
492	方向
493	启动
494	CRT 效果
495	股票收益报告
496	收入
497	支出
498	总利润
499	总体声誉水平
500	公司
501	CEO
502	非股东
503	小股东
504	股东
505	著名股东
506	董事候选人
507	董事会成员
508	每股利润
509	股息率
510	利润
511	成立于
512	你的声誉
513	活力
514	智力
515	魅力
516	友谊
517	销售主管
518	经济学家
519	营销员
520	设计师
521	程序员
522	工程师
523	分析师
524	银行家
525	私家侦探
526	外科医生
527	甜点师
528	律师
529	厨师
530	记者
531	犬学家
532	心理学家
533	会计
534	翻译
535	教师
536	御宅族
537	关
538	等级
539	董事会
540	履历
541	你的报告
542	成交!
543	总计
544	你想卖掉你的车，买更便宜的车吗？你将获得 {prodanodengi}。
545	你想卖掉房子，买更便宜的房子吗？你将获得 {prodanodengi}。
546	做空
547	融券/持股
548	每笔交易百分比
549	你为使用出借的证券支付了费用：{shortproc}
550	券商限额
551	通过做空，你可以从下跌的股票中赚钱。你可以从券商处借入股票，如果公司股价下跌，你可以稍后以较低的成本归还股票。
552	你可以随时将这些股票退还给券商，但请注意：
553	使用时，你将按日支付利息（年利率 13%）。
554	借出股票没有股息。
555	每笔交易的利息要支付两次：借出与回购股票时。
556	券商的出借有限额，这取决于你的状况和当前借出股票数量。
557	借入股票后，不要忘记立即出售。
558	朋友们说 <global.kompa> 遇到了麻烦，股价很快就会下跌。也许他们只是喝多了。
559	你不想放松一下，去看电影吗？
560	好极了！我会陪着你的。
561	去电玩城怎么样？
562	还想继续吗？
563	恭喜你！你拥有 <global.kompa> 的控股权！
564	<otkuda_name> 公司总裁 <humanrandom_name> 即将离职！
565	据悉，他的新工作是 <novaya_rabot>。
566	他现在是 <kuda_name> 的总裁。
567	<company_name> 公司已选出新总裁：<humanrandom_name>。
568	你现在是 <global.namecompppp> 的 CEO。恭喜你！
569	<humanrandom_name> 辞去了 <otkuda_name> 公司的董事职务。
570	<humanrandom_name> 加入了<kuda_name> 董事会。
571	你在度假！
572	你太累了！也许是时候休假了？
573	假期
574	你决定在远离喧嚣的家乡度假。
575	你度过了一个美好的假期！你可以回去工作了。
576	你钓得很开心。
577	联系
578	我们的关系
579	很高兴与你合作。
580	非常高兴与你共事。
581	公司信息
582	档案
583	你遇到了<name>（<work>），并进行了愉快的交谈。
584	联系人中新加入了 <name>（<work>）的号码。可能会有帮助。
585	你遇到了<name>（<work>），相处得很愉快。也许你会被邀请去喝啤酒。
586	你遇到了 <name>。他是<work>。非常有用的关系！
587	你遇到了 <name>（<work>）。
588	你和 <name>（<work>）聊得很愉快。
589	你遇到了 <name>（<work>），并一起喝了一杯好酒。
590	酒吧
591	你在酒吧遇到了 <name>（<work>）。
592	这可能是一个非常有用的关系，但你没有机会深入交谈。
593	你们聊得很愉快，现在你与 <comp> 有了新的联系。
594	经常光顾酒吧让你感到疲惫。
595	坐在柜台前，你感到非常孤独。
596	还不错吧？
597	下午好，我叫 <rand_name>。我代表 <nash> 公司。
598	嗨，我是来自 <nash> 的 <rand_name>！
599	<companname> 的股价涨了很多！
600	<companname> 公司的股价上涨了！
601	<companname> 公司的股价变化不大。
602	<companname> 公司的股价下跌了！
603	<companname> 公司的股价大跌！
604	晚上好！
605	大家晚上好！
606	女士们先生们，你们好吗？
607	今晚将有一场令人难忘的比赛！
608	你们都准备好了吗？
609	大家都为自己的最爱下注了吗？
610	今天天气真不错。
611	我相信我今天的运气！
612	今天的马儿真漂亮。
613	昨天我在赛马场输光了所有钱……
614	今天我一定要赢！
615	距离比赛开始只剩几秒钟了！
616	<global.horselider_name> 依然保持领先！
617	<global.horselider_name> 势不可挡！
618	<global.horselider_name> 不愿让步！
619	哦…… 这是一场激烈的比赛。
620	我甚至有点焦虑……
621	<global.horselider_name> 没有失去领先优势！
622	没有马能追上 <global.horselider_name>！
623	<global.horselider_name> 超越了 <global.prevlider_name>！
624	我们有了新的领头马—— <global.horselider_name>！
625	<global.horselider_name> 领先了！！！
626	<global.prevlider_name> 犹豫了一下，<global.horselider_name> 超过了它！！！
627	<global.horselider_name> 领先！！！
628	<global.prevlider_name> 失去了领先优势！
629	<global.namepr> 加速了！
630	<global.namepr> 的速度越来越快！
631	<global.namepr> 找到了力量，并加快了速度！
632	<global.namepr> 力量惊人！
633	<global.namepr>！难以置信的速度！
634	<global.namepr> 速度飞快！
635	<global.namepr> 犹豫了。
636	<global.namepr> 放慢了速度！
637	<global.namepr> 正在失去速度！
638	<global.namepr> 偏离了跑道，虽然立即返回，但还是落后了！
639	看起来 <global.namepr> 已经扭伤了腿，但仍在继续冲刺！
640	哦，不！出事了！<global.namepr> 的奔跑速度慢了很多！
641	<global.namepr> 获胜！恭喜！
642	谢谢大家！祝大家晚上愉快！
643	<global.namepr> 排名第二。
644	来了！！！
645	<global.horselider_name> 从一开始就处于领先地位！
646	个人
647	商业
648	已购买
649	我的财产
650	公寓
651	大厦
652	独栋
653	房间
654	面积
655	舒适
656	购买价
657	出售价
658	搬入
659	你住在这里
660	你想卖掉这套房子吗？
661	你想搬到这里吗？
662	你想搬出这里吗？
663	搬出
664	你将开始获得房屋的租金收入，但将损失舒适值。
665	你将不再获得租金收入，而是根据房屋的舒适度获得舒适值。
666	在此之后，你将无法归还房屋。
667	街头
668	开始 alpha
669	租金收入
670	房地产税
671	全新
672	完美
673	非常好
674	好
675	平均以上
676	平均
677	平均一下
678	差
679	有缺陷
680	损坏
681	垃圾
682	出租价
683	修理中
684	不能驾驶损坏的车.
685	状况
686	榻榻米
687	类型
688	你想驾驶这辆车吗？
689	你想把车停在车库里吗？
690	你想卖掉这辆车吗？
691	这将提高你的舒适度，让你准时参加重要的交易。
692	这将导致你改乘公共交通工具，降低你的舒适度。
693	上车
694	前往车库
695	修理
696	日本的房地产业
697	谢谢！
698	在日本，公寓和住宅通常按房间数量和客厅大小分类。以下是一些常见的术语及其日语：
699	1K（ワンケイ）：指有一间卧室（ベッドルーム）和一个小厨房（キッチン）的公寓或房屋。
700	1DK（ワンディーケイ）：指有一间卧室（ベッドルーム）、一间餐厅（ダイニング）和一间厨房（キッチン）的公寓或房屋。
701	1LDK（ワンエルディーケイ）：指有一间卧室（ベッドルーム）、一间客厅（リビング）、一间餐厅（ダイニング）和一间厨房（キッチン）的公寓或房屋。
702	2K（ニーケイ）：指有两间卧室（ベッドルーム）和一个小厨房（キッチン）的公寓或房屋。
703	2DK（ニーディーケイ）：指有两间卧室（ベッドルーム）、一间餐厅（ダイニング）和一间厨房（キッチン）的公寓或房屋。
704	2LDK（ニーエルディーケイ）：指有两间卧室（ベッドルーム）、一间客厅（リビング）、一间餐厅（ダイニング）和一间厨房（キッチン）的公寓或房屋。
705	此外，还有一些拥有 3 个或更多房间的大型公寓和房屋，它们使用类似的缩写来表示相应的数字（如 3K、3DK、3LDK、4K、4DK 等）。此外，日本的公寓还可能有独立的浴室（バスルーム）和卫生间（トイレ），这在房地产信息中通常被称为“独立类型”（セパレートタイプ）。
706	老板，过得如何？准备好在今天的市场上大展身手了吗？
707	早上好，老板！时间还早，但已经开盘了。准备好开始新的一天了吗？
708	早上好，老板。已经开盘了，就等你的下一步行动了。
709	早上好，老板！准备好迎接新的一天，征服新的市场了吗？
710	老板，今天过得怎么样？下午有什么大计划吗？
711	希望你今天一切顺利。需要任何帮助吗？
712	嘿，老板，我们快下班了。继续加油！
713	晚上好，老板！是时候结束一天的工作，好好休息一下了。
714	嘿，老板，时间不早了。别忘了给自己充充电。
715	哇，老板，你最近可真拼啊。别忘了照顾好自己，好吗？
716	老板，已经很晚了。也许是时候收工睡觉了？
717	玩得开心时，总觉得时光飞逝，是吧？
718	稍作休息，吃点午餐如何？
719	很高兴见到你，老板。准备好一起工作了吗？
720	嘿，老板，今天怎么样？有什么激动人心的事吗？
721	嘿，老板，我有预感，今天会是个好日子。你怎么看？
722	你今天看起来很精神，老板。你剪了新发型？
723	很高兴见到你，老板。希望你和你希望的一样好。
724	老板，我很感谢你付出的辛勤劳动。
725	嘿，老板，你总有着“我能行”的态度。让我们今天赢个痛快吧！
726	你好，老板。让我们努力工作，实现今天的目标。
727	老板，你最近听过什么好歌吗？我的播放列表需要一些新曲子。
728	嘿，老板，你玩过最新的街机游戏吗？非常棒！
729	老板，听说新开了一家寿司店。下班后想去看看吗？
730	老板，你听说过最新的时尚潮流吗？我觉得你穿一件时髦的皮夹克会很好看。
731	嘿，老板，我想去健身房。想和我一起锻炼吗？
732	老板，我喜欢泡温泉。它能让人放松，恢复活力！
733	老板，我饿了。中午想吃拉面吗？
734	你看起来有点疲倦了，老板。也许你该在午休时打个盹儿？
735	和你一起工作真好，老板。你总能让我每天都过得更愉快。
736	嘿，老板，今天是周五晚上。让我们去酒吧放松一下，度过漫长的一周。
737	老板，我在听这张专辑，合成器的声音非常动听。我想你也会喜欢的。
738	嘿，老板，你看过这部关于一群科学家自立门户抓鬼的电影吗？
739	嘿，老板，你听过这首在我脑子里盘旋了一整天的歌吗？旋律朗朗上口，歌词也很动听。
